Participant ID,Name,Competition,Team Name,Category,Detail,Place,Status
173,Bridger  Estell,Muni Uphill,N/A,Male 19-29,11:38.70,18,N/A
173,Bridger  Estell,Muni Uphill,N/A,Expert Male,11:38.70,40,N/A
173,Bridger  Estell,Muni Downhill Advanced,N/A,Male 19-29,02:21.00,23,N/A
173,Bridger  Estell,Cyclocross Standard,N/A,Male 19-29,29:17.000 (4 laps),11,N/A
173,Bridger  Estell,Cyclocross Standard,N/A,Expert Male,29:17.000 (4 laps),21,N/A
173,Bridger  Estell,Muni Cross Country Elite Standard,N/A,Male 19-29,1:19:39,15,N/A
173,Bridger  Estell,Muni Cross Country Elite Standard,N/A,Expert Male,1:19:39,24,N/A
173,Bridger  Estell,Trials,N/A,Male 24-29,N/A,DQ,DQ
173,Bridger  Estell,Hockey A,Hong Kong Hockey,N/A,Stachelbären: 17 / Hong Kong:4,4,N/A
173,Bridger  Estell,4x100 Relay,173_502_721_905,15+,01:41.245,23,N/A
173,Bridger  Estell,400m,N/A,Male 19-29,01:16.687,16,N/A
173,Bridger  Estell,800m,N/A,Male 19-29,N/A,DQ,DQ
173,Bridger  Estell,Rail Race,N/A,Male 22-29,6.7m,11,N/A
173,Bridger  Estell,Rail Race,N/A,Expert Male,6.7m,25,N/A
175,Katharina Böhm,Large Group,United Bavarian Freestyle Team,Expert,N/A,6,N/A
175,Katharina Böhm,Individual Freestyle,N/A,17 Female,N/A,7,N/A
175,Katharina Böhm & Anna Schubert,Pairs Freestyle,N/A,18-19,N/A,6,N/A
175,Katharina Böhm,X-Style Female 15+ Prelim 2,N/A,N/A,1.0 pts,1,N/A
175,Katharina Böhm,X-Style Female 15+,N/A,N/A,7.0 pts,7,N/A
176,Rita Böhm,10k Standard,N/A,Female 30+,59:46.231,10,N/A
176,Rita Böhm,10k Standard,N/A,Expert Female,59:46.231,92,N/A
177,Ben Soja,Muni Downhill Advanced,N/A,Male 19-29,01:24.00,4,N/A
177,Ben Soja,Cyclocross Unlimited,N/A,Male 17-29,43:44.000 (7 laps),2,N/A
177,Ben Soja,Cyclocross Unlimited,N/A,Expert Male,43:44.000 (7 laps),2,N/A
177,Ben Soja,Muni Uphill,N/A,Male 19-29,03:21.70,3,N/A
177,Ben Soja,Muni Uphill,N/A,Expert Male,03:21.70,3,N/A
177,Ben Soja,Muni Cross Country Elite Unlimited,N/A,Male 0-29,0:51:46,2,N/A
177,Ben Soja,Muni Cross Country Elite Unlimited,N/A,Expert Male,0:51:46,3,N/A
177,Ben Soja,100k Unlimited Solo,N/A,Male 25-29,N/A,DQ,DQ
177,Ben Soja,100k Unlimited Solo,N/A,Expert Male,N/A,DQ,DQ
177,Ben Soja,Muni Downhill Elite,N/A,Male,0:03:31,8,N/A
178,Jennifer Rinker,Muni Uphill,N/A,Female 19+,N/A,DQ,DQ
178,Jennifer Rinker,Muni Uphill,N/A,Expert Female,N/A,DQ,DQ
178,Jennifer Rinker,Muni Downhill Advanced,N/A,Female 19+,02:51.00,10,N/A
178,Jennifer Rinker,Cyclocross Standard,N/A,Female 19-29,33:23.000 (3 laps),13,N/A
178,Jennifer Rinker,Cyclocross Standard,N/A,Expert Female,33:23.000 (3 laps),28,N/A
178,Jennifer Rinker,Muni Cross Country Elite Standard,N/A,Female 19+,1:51:24,7,N/A
178,Jennifer Rinker,Muni Cross Country Elite Standard,N/A,Expert Female,1:51:24,12,N/A
179,Daniel  Cormeau,Muni Downhill Advanced,N/A,Male 19-29,N/A,DQ,DQ
179,Daniel  Cormeau,High Jump,N/A,Male 19-29,N/A,DQ,DQ
179,Daniel  Cormeau,Platform Long Jump,N/A,Male 19+,245 cm,6,N/A
179,Daniel  Cormeau,Trials,N/A,Male 24-29,72.0 pts,6,N/A
179,Daniel  Cormeau,Rail Race,N/A,Male 22-29,45.41s,5,N/A
179,Daniel  Cormeau,Rail Race,N/A,Expert Male,45.41s,6,N/A
179,Daniel  Cormeau,Speed Trials Beginner,N/A,Male 26+,N/A,DQ,DQ
179,Daniel  Cormeau,Speed Trials Expert,N/A,Male,N/A,8,N/A
179,Daniel  Cormeau,Platform High Jump,N/A,Male 19-29,117 cm,6,N/A
179,Daniel  Cormeau,Platform High Jump Expert,N/A,Male,N/A,DQ,DQ
179,Daniel  Cormeau,Long Jump on Platform Expert,N/A,Male,N/A,DQ,DQ
181,Victor Cai,Muni Uphill,N/A,Male 30-49,N/A,DQ,DQ
181,Victor Cai,Muni Uphill,N/A,Expert Male,N/A,DQ,DQ
181,Victor Cai,Muni Downhill Beginner,N/A,Male 30-49,N/A,DQ,DQ
181,Victor Cai,Muni Cross Country Beginner,N/A,Male 30-49,N/A,DQ,DQ
181,Victor Cai,10k Unlimited,N/A,Male 30-39,40:02.709,8,N/A
181,Victor Cai,10k Unlimited,N/A,Expert Male,40:02.709,49,N/A
181,Victor Cai,100k Unlimited Solo,N/A,Male 30-39,N/A,DQ,DQ
181,Victor Cai,100k Unlimited Solo,N/A,Expert Male,N/A,DQ,DQ
181,Victor Cai,Cyclocross Unlimited,N/A,Male 30+,N/A,DQ,DQ
181,Victor Cai,Cyclocross Unlimited,N/A,Expert Male,N/A,DQ,DQ
181,Victor Cai,Marathon Unlimited,N/A,Male 30-39,N/A,DQ,DQ
181,Victor Cai,Marathon Unlimited,N/A,Expert Male,N/A,DQ,DQ
182,Finnja Groß,Individual Freestyle,N/A,17 Female,N/A,10,N/A
182,Finnja Groß,X-Style Female 15+ Prelim 2,N/A,N/A,6.0 pts,6,N/A
182,Finnja Groß,Cyclocross Standard,N/A,Female 15-18,39:28.000 (4 laps),7,N/A
182,Finnja Groß,Cyclocross Standard,N/A,Expert Female,39:28.000 (4 laps),19,N/A
182,Finnja Groß,10k Unlimited,N/A,Female 15-18,34:06.673,6,N/A
182,Finnja Groß,10k Unlimited,N/A,Expert Female,34:06.673,14,N/A
183,Jules Möhrle,100m,N/A,Male 19-29,00:13.520,3,N/A
183,Jules Möhrle,400m,N/A,Male 19-29,00:57.504,2,N/A
183,Jules Möhrle,800m,N/A,Male 19-29,02:03.178,2,N/A
183,Jules Möhrle,4x100 Relay,Swiss Team,15+,00:54.699,2,N/A
183,Jules Möhrle,Long Jump,N/A,Male 19-29,230 cm,9,N/A
183,Jules Möhrle,Hockey A,Swiss Team,N/A,Swiss: 13 / Australia Green: 6,1,N/A
183,Jules Möhrle,100m Expert,N/A,Male,00:13.279,4,N/A
183,Jules Möhrle,800m Expert,N/A,Male,02:01.392,2,N/A
183,Jules Möhrle,4x100 Relay Expert,Swiss Team,All,00:55.531,3,N/A
183,Jules Möhrle,400m Expert,N/A,Male,00:56.625,2,N/A
184,Franck Hallay,Muni Uphill,N/A,Male 30-49,04:38.70,4,N/A
184,Franck Hallay,Muni Uphill,N/A,Expert Male,04:38.70,18,N/A
184,Franck Hallay,Muni Downhill Advanced,N/A,Male 30-49,02:10.00,7,N/A
184,Franck Hallay,Cyclocross Unlimited,N/A,Male 30+,48:08.000 (7 laps),2,N/A
184,Franck Hallay,Cyclocross Unlimited,N/A,Expert Male,48:08.000 (7 laps),6,N/A
184,Franck Hallay,10k Unlimited,N/A,Male 30-39,26:32.956,4,N/A
184,Franck Hallay,10k Unlimited,N/A,Expert Male,26:32.956,17,N/A
184,Franck Hallay,Marathon Unlimited,N/A,Male 30-39,1:54:34,4,N/A
184,Franck Hallay,Marathon Unlimited,N/A,Expert Male,1:54:34,20,N/A
184,Franck Hallay,Muni Cross Country Elite Unlimited,N/A,Male 30+,1:02:47,2,N/A
184,Franck Hallay,Muni Cross Country Elite Unlimited,N/A,Expert Male,1:02:47,5,N/A
184,Franck Hallay,Basketball B,UDC Russia,N/A,N/A,4,N/A
187,Luis Albers,100m,N/A,Male 19-29,00:14.507,8,N/A
187,Luis Albers,400m,N/A,Male 19-29,00:58.963,3,N/A
187,Luis Albers,800m,N/A,Male 19-29,02:03.862,3,N/A
187,Luis Albers,Downhill Gliding,N/A,Male 19-29,N/A,DQ,DQ
187,Luis Albers,Downhill Gliding,N/A,Expert Male,N/A,DQ,DQ
187,Luis Albers,IUF Slalom,N/A,Male 19-29,00:20.43,7,N/A
187,Luis Albers,Stillstand,N/A,Male 19+,00:06.33,15,N/A
187,Luis Albers,Stillstand,N/A,Expert Male,00:06.33,28,N/A
187,Luis Albers,Track Coasting,N/A,Male 19+,N/A,DQ,DQ
187,Luis Albers,Track Coasting,N/A,Expert Male,N/A,DQ,DQ
187,Luis Albers,4x100 Relay,115_187_143_860,15+,00:56.880,6,N/A
187,Luis Albers,Cyclocross Standard,N/A,Male 19-29,33:21.000 (4 laps),19,N/A
187,Luis Albers,Cyclocross Standard,N/A,Expert Male,33:21.000 (4 laps),42,N/A
187,Luis Albers,10k Standard,N/A,Male 19-29,31:48.517,1,N/A
187,Luis Albers,10k Standard,N/A,Expert Male,31:48.517,1,N/A
187,Luis Albers,Marathon Standard,N/A,Male 15-20,1:44:07,2,N/A
187,Luis Albers,Marathon Standard,N/A,Expert Male,1:44:07,2,N/A
187,Luis Albers,100k Standard Team,Düsseldorf Racers,All,4:14:03,1,N/A
187,Luis Albers,Muni Cross Country Beginner,N/A,Male 19-29,N/A,DQ,DQ
187,Luis Albers,Rail Race,N/A,Male 19-21,N/A,DQ,DQ
187,Luis Albers,Rail Race,N/A,Expert Male,N/A,DQ,DQ
187,Luis Albers,Hockey A,Stachelbären,N/A,Stachelbären: 17 / Hong Kong:4,3,N/A
187,Luis Albers,800m Expert,N/A,Male,02:02.883,3,N/A
187,Luis Albers,4x100 Relay Expert,Team Germaluli,All,01:06.894,8,N/A
187,Luis Albers,400m Expert,N/A,Male,00:59.979,7,N/A
188,Michael Bachleda,Long Jump,N/A,Male 15-18,225 cm,3,N/A
188,Michael Bachleda,Platform Long Jump,N/A,Male 0-18,N/A,DQ,DQ
188,Michael Bachleda,Trials,N/A,Male 18-20,N/A,DQ,DQ
188,Michael Bachleda,Rail Race,N/A,Male 17-18,N/A,DQ,DQ
188,Michael Bachleda,Rail Race,N/A,Expert Male,N/A,DQ,DQ
188,Michael Bachleda,Flatland,N/A,Expert Male,5.0 pts,5,N/A
189,Pierrick Häring,Individual Freestyle,N/A,18+ Male,N/A,5,N/A
189,Pierrick Häring,Track Coasting,N/A,Male 19+,44.8m,7,N/A
189,Pierrick Häring,Track Coasting,N/A,Expert Male,44.8m,13,N/A
190,Lars Vocke,Muni Uphill,N/A,Male 19-29,06:10.40,13,N/A
190,Lars Vocke,Muni Uphill,N/A,Expert Male,06:10.40,28,N/A
190,Lars Vocke,100m,N/A,Male 19-29,00:14.460,7,N/A
190,Lars Vocke,400m,N/A,Male 19-29,01:04.605,11,N/A
190,Lars Vocke,50m One-Foot,N/A,Male 19-29,00:10.019,9,N/A
190,Lars Vocke,800m,N/A,Male 19-29,N/A,DQ,DQ
190,Lars Vocke,IUF Slalom,N/A,Male 19-29,00:21.78,11,N/A
190,Lars Vocke,30m Wheel Walk,N/A,Male 19-29,00:17.569,9,N/A
190,Lars Vocke,4x100 Relay,11_190_191_203,15+,01:00.255,9,N/A
190,Lars Vocke,Muni Downhill Beginner,N/A,Male 15-29,0:02:44,2,N/A
190,Lars Vocke,Muni Cross Country Beginner,N/A,Male 19-29,0:22:47,1,N/A
190,Lars Vocke,Cyclocross Standard,N/A,Male 19-29,32:33.000 (4 laps),18,N/A
190,Lars Vocke,Cyclocross Standard,N/A,Expert Male,32:33.000 (4 laps),40,N/A
190,Lars Vocke,10k Standard,N/A,Male 19-29,40:09.989,7,N/A
190,Lars Vocke,10k Standard,N/A,Expert Male,40:09.989,34,N/A
190,Lars Vocke,Rail Race,N/A,Male 22-29,6.8m,10,N/A
190,Lars Vocke,Rail Race,N/A,Expert Male,6.8m,24,N/A
191,Lara Torchalla,100m,N/A,Female 15-18,00:15.862,11,N/A
191,Lara Torchalla,400m,N/A,Female 15-18,01:07.253,9,N/A
191,Lara Torchalla,50m One-Foot,N/A,Female 15-18,N/A,DQ,DQ
191,Lara Torchalla,800m,N/A,Female 15-18,02:26.086,12,N/A
191,Lara Torchalla,IUF Slalom,N/A,Female 15-18,00:21.03,5,N/A
191,Lara Torchalla,30m Wheel Walk,N/A,Female 15-18,N/A,DQ,DQ
191,Lara Torchalla,4x100 Relay,11_190_191_203,15+,01:00.255,9,N/A
191,Lara Torchalla,10k Standard,N/A,Female 15-18,N/A,DQ,DQ
191,Lara Torchalla,10k Standard,N/A,Expert Female,N/A,DQ,DQ
191,Lara Torchalla,High Jump,N/A,Female 15-18,34 cm,5,N/A
191,Lara Torchalla,Platform Long Jump,N/A,Female 0-18,130 cm,3,N/A
191,Lara Torchalla,Trials,N/A,Female 18-20,13.0 pts,6,N/A
191,Lara Torchalla,Platform High Jump,N/A,Female 0-18,43 cm,4,N/A
191,Lara Torchalla,Platform High Jump Expert,N/A,Female,N/A,DQ,DQ
191,Lara Torchalla,Long Jump on Platform Expert,N/A,Female,130 cm,5,N/A
192,Jana Riedel & Lea  Bosse,Pairs Freestyle,N/A,Junior Expert,N/A,6,N/A
192,Jana Riedel,Individual Freestyle,N/A,Junior Expert Female,N/A,5,N/A
192,Jana Riedel,Small Group,Landeskader Schleswig-Holstein,U15,N/A,4,N/A
192,Jana Riedel,X-Style Jr. Female,N/A,N/A,4.0 pts,4,N/A
192,Jana Riedel,30m Wheel Walk,N/A,Female 13-14,N/A,DQ,DQ
192,Jana Riedel,Large Group,Landeskader Schleswig-Holstein,Expert,N/A,5,N/A
192,Jana Riedel,Hockey B,Elmshorn Einradhockey,N/A,8.0 pts,8,N/A
194,Ekhi Congil,Muni Uphill,N/A,Male 15-18,03:54.50,4,N/A
194,Ekhi Congil,Muni Uphill,N/A,Expert Male,03:54.50,10,N/A
194,Ekhi Congil,100m,N/A,Male 15-18,N/A,DQ,DQ
194,Ekhi Congil,400m,N/A,Male 15-18,N/A,DQ,DQ
194,Ekhi Congil,800m,N/A,Male 15-18,N/A,DQ,DQ
194,Ekhi Congil,Muni Downhill Advanced,N/A,Male 0-18,01:18.10,3,N/A
194,Ekhi Congil,Cyclocross Standard,N/A,Male 15-18,30:40.000 (5 laps),2,N/A
194,Ekhi Congil,Cyclocross Standard,N/A,Expert Male,30:40.000 (5 laps),3,N/A
194,Ekhi Congil,10k Unlimited,N/A,Male 13-18,21:08.707,1,N/A
194,Ekhi Congil,10k Unlimited,N/A,Expert Male,21:08.707,2,N/A
194,Ekhi Congil,Marathon Unlimited,N/A,Male 13-18,1:30:59,1,N/A
194,Ekhi Congil,Marathon Unlimited,N/A,Expert Male,1:30:59,4,N/A
194,Ekhi Congil,Long Jump,N/A,Male 15-18,N/A,DQ,DQ
194,Ekhi Congil,Muni Cross Country Elite Standard,N/A,Male 0-18,0:59:51,2,N/A
194,Ekhi Congil,Muni Cross Country Elite Standard,N/A,Expert Male,0:59:51,5,N/A
194,Ekhi Congil,100k Unlimited Solo,N/A,Male 0-18,3:49:24 (4 laps),1,N/A
194,Ekhi Congil,100k Unlimited Solo,N/A,Expert Male,3:49:24 (4 laps),4,N/A
194,Ekhi Congil,Muni Downhill Elite,N/A,Male,0:03:23,6,N/A
197,Jong sun Lee,10k Unlimited,N/A,Male 50-54,29:23.846,2,N/A
197,Jong sun Lee,10k Unlimited,N/A,Expert Male,29:23.846,26,N/A
197,Jong sun Lee,Marathon Unlimited,N/A,Male 50-54,N/A,DQ,DQ
197,Jong sun Lee,Marathon Unlimited,N/A,Expert Male,N/A,DQ,DQ
197,Jong sun Lee,100k Unlimited Solo,N/A,Male 50-54,2:32:17 (2 laps),5,N/A
197,Jong sun Lee,100k Unlimited Solo,N/A,Expert Male,2:32:17 (2 laps),32,N/A
200,SeolHee LIM,100m,N/A,Female 19-29,00:21.464,15,N/A
200,SeolHee LIM,400m,N/A,Female 19-29,01:39.019,14,N/A
200,SeolHee LIM,50m One-Foot,N/A,Female 19-29,N/A,DQ,DQ
200,SeolHee LIM,800m,N/A,Female 19-29,03:22.797,15,N/A
200,SeolHee LIM,IUF Slalom,N/A,Female 19-29,N/A,DQ,DQ
200,SeolHee LIM,30m Wheel Walk,N/A,Female 19-29,N/A,DQ,DQ
200,SeolHee LIM,10k Standard,N/A,Female 19-29,49:48.476,12,N/A
200,SeolHee LIM,10k Standard,N/A,Expert Female,49:48.476,66,N/A
200,SeolHee LIM,Marathon Unlimited,N/A,Female 19-29,N/A,DQ,DQ
200,SeolHee LIM,Marathon Unlimited,N/A,Expert Female,N/A,DQ,DQ
200,SeolHee LIM,100k Unlimited Solo,N/A,Female 26+,N/A,DQ,DQ
200,SeolHee LIM,100k Unlimited Solo,N/A,Expert Female,N/A,DQ,DQ
203,Philipp Schmid,Individual Freestyle,N/A,Expert Male,N/A,10,N/A
203,Philipp Schmid,Large Group,United Bavarian Freestyle Team,Expert,N/A,6,N/A
203,Philipp Schmid & Jan Vocke,Pairs Freestyle,N/A,23+,N/A,5,N/A
203,Philipp Schmid,X-Style Male 15+ Prelim. 2,N/A,N/A,4.0 pts,4,N/A
203,Philipp Schmid,100m,N/A,Male 15-18,N/A,DQ,DQ
203,Philipp Schmid,400m,N/A,Male 15-18,N/A,DQ,DQ
203,Philipp Schmid,50m One-Foot,N/A,Male 15-18,00:08.786,9,N/A
203,Philipp Schmid,IUF Slalom,N/A,Male 15-18,00:20.38,8,N/A
203,Philipp Schmid,Stillstand,N/A,Male 12-18,01:44.31,5,N/A
203,Philipp Schmid,Stillstand,N/A,Expert Male,01:44.31,10,N/A
203,Philipp Schmid,Track Coasting,N/A,Male 13-18,55.9m,5,N/A
203,Philipp Schmid,Track Coasting,N/A,Expert Male,55.9m,11,N/A
203,Philipp Schmid,Muni Uphill,N/A,Male 15-18,04:38.80,5,N/A
203,Philipp Schmid,Muni Uphill,N/A,Expert Male,04:38.80,19,N/A
203,Philipp Schmid,4x100 Relay,11_190_191_203,15+,01:00.255,9,N/A
203,Philipp Schmid,Muni Downhill Advanced,N/A,Male 0-18,02:08.00,9,N/A
203,Philipp Schmid,Cyclocross Standard,N/A,Male 15-18,29:32.000 (4 laps),8,N/A
203,Philipp Schmid,Cyclocross Standard,N/A,Expert Male,29:32.000 (4 laps),22,N/A
203,Philipp Schmid,Long Jump,N/A,Male 15-18,230 cm,2,N/A
203,Philipp Schmid,High Jump,N/A,Male 15-18,90 cm,5,N/A
203,Philipp Schmid,Platform Long Jump,N/A,Male 0-18,190 cm,4,N/A
203,Philipp Schmid,Muni Cross Country Elite Standard,N/A,Male 0-18,N/A,DQ,DQ
203,Philipp Schmid,Muni Cross Country Elite Standard,N/A,Expert Male,N/A,DQ,DQ
203,Philipp Schmid,Trials,N/A,Male 15-17,21.0 pts,7,N/A
203,Philipp Schmid,Rail Race,N/A,Male 15-16,N/A,DQ,DQ
203,Philipp Schmid,Rail Race,N/A,Expert Male,N/A,DQ,DQ
203,Philipp Schmid,Speed Trials Beginner,N/A,Male 0-18,N/A,DQ,DQ
203,Philipp Schmid,Platform High Jump,N/A,Male 0-18,81 cm,5,N/A
204,Dale Grzych,X-Style Male 15+ Prelim. 1,N/A,N/A,3.0 pts,3,N/A
204,Dale Grzych,Trials,N/A,Male 21-23,N/A,DQ,DQ
204,Dale Grzych,X-Style Male 15+,N/A,N/A,7.0 pts,7,N/A
206,Sam La Hood,Street,N/A,Expert Female,122.0 pts,1,N/A
206,Sam La Hood,Platform High Jump,N/A,Female 19+,N/A,DQ,DQ
206,Sam La Hood,Flatland,N/A,Expert Female,N/A,1,N/A
206,Sam La Hood,High Jump,N/A,Female 19+,N/A,DQ,DQ
206,Sam La Hood,Slopestyle Street,N/A,Expert Female,147.0 pts,1,N/A
207,Gene (CHUN-CHIEH) Chiu,Platform Long Jump,N/A,Male 19+,220 cm,12,N/A
207,Gene (CHUN-CHIEH) Chiu,Platform High Jump,N/A,Male 19-29,117 cm,6,N/A
207,Gene (CHUN-CHIEH) Chiu,Hockey B,F. uni,N/A,2.0 pts,2,N/A
207,Gene (CHUN-CHIEH) Chiu,Slow Forward,N/A,Male 16-29,00:44.94,4,N/A
207,Gene (CHUN-CHIEH) Chiu,100m,N/A,Male 19-29,00:15.427,11,N/A
207,Gene (CHUN-CHIEH) Chiu,Downhill Gliding,N/A,Male 19-29,00:20.15,7,N/A
207,Gene (CHUN-CHIEH) Chiu,Downhill Gliding,N/A,Expert Male,00:20.15,17,N/A
207,Gene (CHUN-CHIEH) Chiu,IUF Slalom,N/A,Male 19-29,00:21.67,10,N/A
207,Gene (CHUN-CHIEH) Chiu,Stillstand,N/A,Male 19+,02:24.18,3,N/A
207,Gene (CHUN-CHIEH) Chiu,Stillstand,N/A,Expert Male,02:24.18,7,N/A
207,Gene (CHUN-CHIEH) Chiu,4x100 Relay,207_247_362_363,15+,01:04.883,11,N/A
207,Gene (CHUN-CHIEH) Chiu,Long Jump,N/A,Male 19-29,200 cm,15,N/A
207,Gene (CHUN-CHIEH) Chiu,High Jump,N/A,Male 19-29,104 cm,15,N/A
207,Gene (CHUN-CHIEH) Chiu,Trials,N/A,Male 21-23,39.0 pts,9,N/A
207,Gene (CHUN-CHIEH) Chiu,Rail Race,N/A,Male 19-21,1:00.90s,3,N/A
207,Gene (CHUN-CHIEH) Chiu,Rail Race,N/A,Expert Male,1:00.90s,10,N/A
207,Gene (CHUN-CHIEH) Chiu,Slow Forward Expert,N/A,Male,00:44.94,4,N/A
207,Gene (CHUN-CHIEH) Chiu,Speed Trials Beginner,N/A,Male 19-21,00:07.99,1,N/A
207,Gene (CHUN-CHIEH) Chiu,Platform High Jump Expert,N/A,Male,N/A,DQ,DQ
208,Jana Tenambergen,Muni Uphill,N/A,Female 15-18,09:04.50,4,N/A
208,Jana Tenambergen,Muni Uphill,N/A,Expert Female,09:04.50,7,N/A
208,Jana Tenambergen,Muni Downhill Advanced,N/A,Female 0-18,02:08.00,7,N/A
208,Jana Tenambergen,Cyclocross Unlimited,N/A,Female 17+,47:22.000 (6 laps),1,N/A
208,Jana Tenambergen,Cyclocross Unlimited,N/A,Expert Female,47:22.000 (6 laps),1,N/A
208,Jana Tenambergen,10k Unlimited,N/A,Female 15-18,23:00.246,1,N/A
208,Jana Tenambergen,10k Unlimited,N/A,Expert Female,23:00.246,1,N/A
208,Jana Tenambergen,Marathon Unlimited,N/A,Female 0-19,1:38:48,1,N/A
208,Jana Tenambergen,Marathon Unlimited,N/A,Expert Female,1:38:48,1,N/A
208,Jana Tenambergen,Muni Cross Country Elite Unlimited,N/A,Female,1:06:55,1,N/A
208,Jana Tenambergen,Muni Cross Country Elite Unlimited,N/A,Expert Female,1:06:55,1,N/A
208,Jana Tenambergen,100k Unlimited Solo,N/A,Female 0-25,3:54:25 (4 laps),1,N/A
208,Jana Tenambergen,100k Unlimited Solo,N/A,Expert Female,3:54:25 (4 laps),1,N/A
208,Jana Tenambergen,High Jump,N/A,Female 15-18,N/A,DQ,DQ
208,Jana Tenambergen,Platform High Jump,N/A,Female 0-18,N/A,DQ,DQ
208,Jana Tenambergen,Muni Downhill Elite,N/A,Female,0:04:31,6,N/A
209,Youngshin Er,50m One-Foot,N/A,Female 30+,N/A,DQ,DQ
209,Youngshin Er,Downhill Gliding,N/A,Female 19+,N/A,DQ,DQ
209,Youngshin Er,Downhill Gliding,N/A,Expert Female,N/A,DQ,DQ
209,Youngshin Er,30m Wheel Walk,N/A,Female 30+,N/A,DQ,DQ
213,Roger Davies,Slow Forward,N/A,Male 30+,00:09.26,3,N/A
213,Roger Davies,100m,N/A,Male 50+,00:17.099,4,N/A
213,Roger Davies,Muni Uphill,N/A,Male 50+,04:27.90,1,N/A
213,Roger Davies,Muni Uphill,N/A,Expert Male,04:27.90,15,N/A
213,Roger Davies,400m,N/A,Male 50+,N/A,DQ,DQ
213,Roger Davies,50m One-Foot,N/A,Male 50+,N/A,DQ,DQ
213,Roger Davies,800m,N/A,Male 50+,02:34.010,3,N/A
213,Roger Davies,IUF Slalom,N/A,Male 50+,00:27.36,2,N/A
213,Roger Davies,Muni Downhill Advanced,N/A,Male 50+,02:02.00,1,N/A
213,Roger Davies,Cyclocross Unlimited,N/A,Male 30+,44:13.000 (6 laps),3,N/A
213,Roger Davies,Cyclocross Unlimited,N/A,Expert Male,44:13.000 (6 laps),7,N/A
213,Roger Davies,10k Unlimited,N/A,Male 50-54,24:05.812,1,N/A
213,Roger Davies,10k Unlimited,N/A,Expert Male,24:05.812,9,N/A
213,Roger Davies,Marathon Unlimited,N/A,Male 50-54,1:42:02,1,N/A
213,Roger Davies,Marathon Unlimited,N/A,Expert Male,1:42:02,12,N/A
213,Roger Davies,Slow Backward,N/A,Male 30+,N/A,DQ,DQ
213,Roger Davies,Muni Cross Country Elite Standard,N/A,Male 50+,1:10:31,1,N/A
213,Roger Davies,Muni Cross Country Elite Standard,N/A,Expert Male,1:10:31,18,N/A
213,Roger Davies,100k Unlimited Solo,N/A,Male 50-54,3:58:24 (4 laps),1,N/A
213,Roger Davies,100k Unlimited Solo,N/A,Expert Male,3:58:24 (4 laps),8,N/A
213,Roger Davies,10k Unlimited Ungeared,N/A,Male,24:05.812,1,N/A
213,Roger Davies,Marathon Unlimited Ungeared,N/A,Male,1:42:02,1,N/A
213,Roger Davies,100k Unlimited Ungeared,N/A,Male,3:58:24,1,N/A
214,SangHeon LEE,100m,N/A,Male 40-49,N/A,DQ,DQ
214,SangHeon LEE,400m,N/A,Male 40-49,01:13.290,2,N/A
214,SangHeon LEE,Muni Uphill,N/A,Male 30-49,N/A,DQ,DQ
214,SangHeon LEE,Muni Uphill,N/A,Expert Male,N/A,DQ,DQ
214,SangHeon LEE,800m,N/A,Male 40-49,02:28.825,2,N/A
214,SangHeon LEE,Cyclocross Unlimited,N/A,Male 30+,41:29.000 (5 laps),5,N/A
214,SangHeon LEE,Cyclocross Unlimited,N/A,Expert Male,41:29.000 (5 laps),10,N/A
214,SangHeon LEE,10k Standard,N/A,Male 40-49,34:28.117,2,N/A
214,SangHeon LEE,10k Standard,N/A,Expert Male,34:28.117,10,N/A
214,SangHeon LEE,Marathon Unlimited,N/A,Male 40-49,1:38:18,1,N/A
214,SangHeon LEE,Marathon Unlimited,N/A,Expert Male,1:38:18,7,N/A
214,SangHeon LEE,Muni Cross Country Elite Unlimited,N/A,Male 30+,1:21:54,4,N/A
214,SangHeon LEE,Muni Cross Country Elite Unlimited,N/A,Expert Male,1:21:54,9,N/A
214,SangHeon LEE,Rail Race,N/A,Male 30+,N/A,DQ,DQ
214,SangHeon LEE,Rail Race,N/A,Expert Male,N/A,DQ,DQ
214,SangHeon LEE,100k Unlimited Solo,N/A,Male 40-49,3:52:09 (4 laps),1,N/A
214,SangHeon LEE,100k Unlimited Solo,N/A,Expert Male,3:52:09 (4 laps),7,N/A
215,SangJun LEE,Muni Uphill,N/A,Male 0-14,N/A,DQ,DQ
215,SangJun LEE,Muni Uphill,N/A,Expert Male,N/A,DQ,DQ
215,SangJun LEE,Slow Forward,N/A,Male 13-15,N/A,DQ,DQ
215,SangJun LEE,100m,N/A,Male 13-14,N/A,DQ,DQ
215,SangJun LEE,400m,N/A,Male 13-14,01:11.087,10,N/A
215,SangJun LEE,800m,N/A,Male 13-14,02:31.892,10,N/A
215,SangJun LEE,Stillstand,N/A,Male 12-18,N/A,DQ,DQ
215,SangJun LEE,Stillstand,N/A,Expert Male,N/A,DQ,DQ
215,SangJun LEE,Muni Cross Country Beginner,N/A,Male 0-14,N/A,DQ,DQ
215,SangJun LEE,Cyclocross Standard,N/A,Male 0-14,N/A,DQ,DQ
215,SangJun LEE,Cyclocross Standard,N/A,Expert Male,N/A,DQ,DQ
215,SangJun LEE,10k Standard,N/A,Male 13-14,41:18.923,9,N/A
215,SangJun LEE,10k Standard,N/A,Expert Male,41:18.923,40,N/A
