Participant ID,Name,Competition,Team Name,Category,Detail,Place,Status
215,SangJun LEE,Marathon Unlimited,N/A,Male 13-18,2:18:09,5,N/A
215,SangJun LEE,Marathon Unlimited,N/A,Expert Male,2:18:09,34,N/A
215,SangJun LEE,Rail Race,N/A,Male 13-14,N/A,DQ,DQ
215,SangJun LEE,Rail Race,N/A,Expert Male,N/A,DQ,DQ
216,SangSu LEE,Slow Forward,N/A,Male 0-10,00:05.87,11,N/A
216,SangSu LEE,100m,N/A,"Male 0-10 (20""), 20"" Wheel",N/A,DQ,DQ
216,SangSu LEE,400m,N/A,"Male 0-10 (20""), 20"" Wheel",01:25.423,13,N/A
216,SangSu LEE,800m,N/A,"Male 0-10 (20""), 20"" Wheel",02:50.399,7,N/A
216,SangSu LEE,Stillstand,N/A,Male 0-11,N/A,DQ,DQ
216,SangSu LEE,Stillstand,N/A,Expert Male,N/A,DQ,DQ
216,SangSu LEE,10k Standard,N/A,"Male 0-8, 20"" Wheel",47:21.824,1,N/A
216,SangSu LEE,10k Standard,N/A,Expert Male,47:21.824,71,N/A
216,SangSu LEE,Rail Race,N/A,Male 0-10,N/A,DQ,DQ
216,SangSu LEE,Rail Race,N/A,Expert Male,N/A,DQ,DQ
217,Seung Woo Yang,400m,N/A,Male 40-49,01:28.916,6,N/A
217,Seung Woo Yang,10k Unlimited,N/A,Male 40-49,34:36.837,5,N/A
217,Seung Woo Yang,10k Unlimited,N/A,Expert Male,34:36.837,40,N/A
217,Seung Woo Yang,Marathon Unlimited,N/A,Male 40-49,2:28:42,10,N/A
217,Seung Woo Yang,Marathon Unlimited,N/A,Expert Male,2:28:42,41,N/A
217,Seung Woo Yang,100k Unlimited Team,KUF-A,All,5:36:47,3,N/A
218,Paul Baumgartner,Muni Uphill,N/A,Male 30-49,04:10.90,3,N/A
218,Paul Baumgartner,Muni Uphill,N/A,Expert Male,04:10.90,13,N/A
218,Paul Baumgartner,Muni Downhill Advanced,N/A,Male 30-49,01:35.00,3,N/A
218,Paul Baumgartner,Cyclocross Standard,N/A,Male 30-49,35:40.000 (5 laps),3,N/A
218,Paul Baumgartner,Cyclocross Standard,N/A,Expert Male,35:40.000 (5 laps),18,N/A
218,Paul Baumgartner,Muni Cross Country Elite Standard,N/A,Male 30-49,1:06:11,2,N/A
218,Paul Baumgartner,Muni Cross Country Elite Standard,N/A,Expert Male,1:06:11,14,N/A
218,Paul Baumgartner,Trials,N/A,Male 30+,15.0 pts,8,N/A
218,Paul Baumgartner,Muni Downhill Elite,N/A,Male,0:04:31,14,N/A
219,Florian Rabensteiner,Muni Uphill,N/A,Male 19-29,02:49.40,1,N/A
219,Florian Rabensteiner,Muni Uphill,N/A,Expert Male,02:49.40,1,N/A
219,Florian Rabensteiner,Muni Downhill Advanced,N/A,Male 19-29,01:11.00,1,N/A
219,Florian Rabensteiner,Cyclocross Standard,N/A,Male 19-29,28:34.000 (5 laps),1,N/A
219,Florian Rabensteiner,Cyclocross Standard,N/A,Expert Male,28:34.000 (5 laps),1,N/A
219,Florian Rabensteiner,10k Unlimited,N/A,Male 19-24,N/A,DQ,DQ
219,Florian Rabensteiner,10k Unlimited,N/A,Expert Male,N/A,DQ,DQ
219,Florian Rabensteiner,Muni Cross Country Elite Standard,N/A,Male 19-29,0:51:21,1,N/A
219,Florian Rabensteiner,Muni Cross Country Elite Standard,N/A,Expert Male,0:51:21,1,N/A
219,Florian Rabensteiner,Muni Downhill Elite,N/A,Male,0:02:47,1,N/A
220,Lukas Huber,Muni Uphill,N/A,Male 15-18,03:39.70,2,N/A
220,Lukas Huber,Muni Uphill,N/A,Expert Male,03:39.70,8,N/A
220,Lukas Huber,100m,N/A,Male 15-18,N/A,DQ,DQ
220,Lukas Huber,50m One-Foot,N/A,Male 15-18,00:08.149,5,N/A
220,Lukas Huber,IUF Slalom,N/A,Male 15-18,00:18.80,3,N/A
220,Lukas Huber,30m Wheel Walk,N/A,Male 15-18,00:09.210,5,N/A
220,Lukas Huber,Muni Downhill Advanced,N/A,Male 0-18,01:17.00,1,N/A
220,Lukas Huber,Cyclocross Standard,N/A,Male 15-18,29:16.000 (5 laps),1,N/A
220,Lukas Huber,Cyclocross Standard,N/A,Expert Male,29:16.000 (5 laps),2,N/A
220,Lukas Huber,Muni Cross Country Elite Standard,N/A,Male 0-18,0:58:00,1,N/A
220,Lukas Huber,Muni Cross Country Elite Standard,N/A,Expert Male,0:58:00,3,N/A
220,Lukas Huber,Muni Downhill Elite,N/A,Male,0:02:54,3,N/A
220,Lukas Huber,IUF Slalom Expert,N/A,Male,00:19.00,5,N/A
221,Vera Hofer,Speed Trials Expert,N/A,Female,N/A,DQ,DQ
221,Vera Hofer,Muni Uphill,N/A,Female 15-18,06:39.90,2,N/A
221,Vera Hofer,Muni Uphill,N/A,Expert Female,06:39.90,5,N/A
221,Vera Hofer,Muni Downhill Advanced,N/A,Female 0-18,01:39.00,4,N/A
221,Vera Hofer,Trials,N/A,Female 18-20,24.0 pts,2,N/A
221,Vera Hofer,Speed Trials Beginner,N/A,Female 0-18,N/A,DQ,DQ
221,Vera Hofer,Muni Downhill Elite,N/A,Female,0:03:29,2,N/A
221,Vera Hofer,Trials Expert,N/A,Female,6 pts,4,N/A
223,Silas Baumgartner,Muni Uphill,N/A,Male 0-14,09:03.10,3,N/A
223,Silas Baumgartner,Muni Uphill,N/A,Expert Male,09:03.10,35,N/A
223,Silas Baumgartner,Muni Downhill Advanced,N/A,Male 0-18,01:53.00,6,N/A
223,Silas Baumgartner,Muni Cross Country Beginner,N/A,Male 0-14,0:23:36,1,N/A
223,Silas Baumgartner,Cyclocross Standard,N/A,Male 0-14,31:40.000 (4 laps),3,N/A
223,Silas Baumgartner,Cyclocross Standard,N/A,Expert Male,31:40.000 (4 laps),38,N/A
223,Silas Baumgartner,Trials,N/A,Male 0-14,10.0 pts,3,N/A
224,Sarah Baumgartner,Muni Uphill,N/A,Female 0-14,04:39.60,1,N/A
224,Sarah Baumgartner,Muni Uphill,N/A,Expert Female,04:39.60,1,N/A
224,Sarah Baumgartner,Muni Downhill Advanced,N/A,Female 0-18,01:33.00,2,N/A
224,Sarah Baumgartner,Cyclocross Standard,N/A,Female 0-14,33:38.000 (4 laps),3,N/A
224,Sarah Baumgartner,Cyclocross Standard,N/A,Expert Female,33:38.000 (4 laps),13,N/A
224,Sarah Baumgartner,Muni Cross Country Elite Standard,N/A,Female 0-18,1:12:09,2,N/A
224,Sarah Baumgartner,Muni Cross Country Elite Standard,N/A,Expert Female,1:12:09,3,N/A
224,Sarah Baumgartner,Muni Downhill Elite,N/A,Female,0:03:26,1,N/A
225,Michael Rabensteiner,Muni Uphill,N/A,Male 15-18,03:22.40,1,N/A
225,Michael Rabensteiner,Muni Uphill,N/A,Expert Male,03:22.40,5,N/A
225,Michael Rabensteiner,Muni Downhill Advanced,N/A,Male 0-18,01:18.00,2,N/A
225,Michael Rabensteiner,Cyclocross Standard,N/A,Male 15-18,32:19.000 (5 laps),3,N/A
225,Michael Rabensteiner,Cyclocross Standard,N/A,Expert Male,32:19.000 (5 laps),6,N/A
225,Michael Rabensteiner,Muni Cross Country Elite Standard,N/A,Male 0-18,1:02:32,3,N/A
225,Michael Rabensteiner,Muni Cross Country Elite Standard,N/A,Expert Male,1:02:32,8,N/A
225,Michael Rabensteiner,Trials,N/A,Male 15-17,45.0 pts,3,N/A
225,Michael Rabensteiner,Speed Trials Beginner,N/A,Male 0-18,N/A,DQ,DQ
225,Michael Rabensteiner,Muni Downhill Elite,N/A,Male,0:02:50,2,N/A
226,Stefan Rabensteiner,Muni Uphill,N/A,Male 19-29,03:24.30,5,N/A
226,Stefan Rabensteiner,Muni Uphill,N/A,Expert Male,03:24.30,6,N/A
226,Stefan Rabensteiner,Muni Downhill Advanced,N/A,Male 19-29,01:17.01,3,N/A
226,Stefan Rabensteiner,Cyclocross Standard,N/A,Male 19-29,32:25.000 (5 laps),5,N/A
226,Stefan Rabensteiner,Cyclocross Standard,N/A,Expert Male,32:25.000 (5 laps),8,N/A
226,Stefan Rabensteiner,Muni Cross Country Elite Standard,N/A,Male 19-29,1:00:06,4,N/A
226,Stefan Rabensteiner,Muni Cross Country Elite Standard,N/A,Expert Male,1:00:06,6,N/A
226,Stefan Rabensteiner,Trials,N/A,Male 24-29,30.0 pts,7,N/A
226,Stefan Rabensteiner,Speed Trials Beginner,N/A,Male 22-25,N/A,DQ,DQ
226,Stefan Rabensteiner,Muni Downhill Elite,N/A,Male,0:03:16,5,N/A
227,Jonghun Kim,Platform Long Jump,N/A,Male 19+,N/A,DQ,DQ
227,Jonghun Kim,Slow Forward,N/A,Male 16-29,N/A,DQ,DQ
227,Jonghun Kim,Muni Uphill,N/A,Male 19-29,N/A,DQ,DQ
227,Jonghun Kim,Muni Uphill,N/A,Expert Male,N/A,DQ,DQ
227,Jonghun Kim,Downhill Gliding,N/A,Male 19-29,00:21.84,10,N/A
227,Jonghun Kim,Downhill Gliding,N/A,Expert Male,00:21.84,20,N/A
227,Jonghun Kim,IUF Slalom,N/A,Male 19-29,N/A,DQ,DQ
227,Jonghun Kim,100m,N/A,Male 19-29,00:16.655,13,N/A
227,Jonghun Kim,400m,N/A,Male 19-29,N/A,DQ,DQ
227,Jonghun Kim,50m One-Foot,N/A,Male 19-29,N/A,DQ,DQ
227,Jonghun Kim,800m,N/A,Male 19-29,N/A,DQ,DQ
227,Jonghun Kim,30m Wheel Walk,N/A,Male 19-29,N/A,DQ,DQ
227,Jonghun Kim,4x100 Relay,227_488_497_746,15+,01:24.748,21,N/A
227,Jonghun Kim,Muni Downhill Advanced,N/A,Male 19-29,02:45.00,26,N/A
227,Jonghun Kim,Cyclocross Standard,N/A,Male 19-29,N/A,DQ,DQ
227,Jonghun Kim,Cyclocross Standard,N/A,Expert Male,N/A,DQ,DQ
227,Jonghun Kim,10k Unlimited,N/A,Male 19-24,29:22.354,9,N/A
227,Jonghun Kim,10k Unlimited,N/A,Expert Male,29:22.354,25,N/A
227,Jonghun Kim,Marathon Unlimited,N/A,Male 19-24,N/A,DQ,DQ
227,Jonghun Kim,Marathon Unlimited,N/A,Expert Male,N/A,DQ,DQ
227,Jonghun Kim,Long Jump,N/A,Male 19-29,155 cm,18,N/A
227,Jonghun Kim,High Jump,N/A,Male 19-29,60 cm,25,N/A
227,Jonghun Kim,Slow Backward,N/A,Male 16-29,N/A,DQ,DQ
227,Jonghun Kim,Muni Cross Country Elite Standard,N/A,Male 19-29,N/A,DQ,DQ
227,Jonghun Kim,Muni Cross Country Elite Standard,N/A,Expert Male,N/A,DQ,DQ
227,Jonghun Kim,Trials,N/A,Male 18-20,15.0 pts,9,N/A
227,Jonghun Kim,Rail Race,N/A,Male 19-21,N/A,DQ,DQ
227,Jonghun Kim,Rail Race,N/A,Expert Male,N/A,DQ,DQ
227,Jonghun Kim,100k Unlimited Solo,N/A,Male 19-24,N/A,DQ,DQ
227,Jonghun Kim,100k Unlimited Solo,N/A,Expert Male,N/A,DQ,DQ
227,Jonghun Kim,Speed Trials Beginner,N/A,Male 19-21,00:19.81,3,N/A
227,Jonghun Kim,Platform High Jump,N/A,Male 19-29,N/A,DQ,DQ
229,Ryan Olfers & Yuuna Abe,Pairs Freestyle,N/A,Expert,N/A,9,N/A
229,Ryan Olfers,Individual Freestyle,N/A,Expert Male,N/A,2,N/A
229,Ryan Olfers,Large Group,Danish Freestyle Team,Expert,N/A,3,N/A
229,Ryan Olfers,Slow Forward,N/A,Male 16-29,N/A,DQ,DQ
229,Ryan Olfers,X-Style Male 15+ Prelim. 1,N/A,N/A,3.0 pts,3,N/A
229,Ryan Olfers,IUF Slalom,N/A,Male 15-18,N/A,DQ,DQ
229,Ryan Olfers,Stillstand,N/A,Male 12-18,N/A,DQ,DQ
229,Ryan Olfers,Stillstand,N/A,Expert Male,N/A,DQ,DQ
229,Ryan Olfers,Track Coasting,N/A,Male 13-18,N/A,DQ,DQ
229,Ryan Olfers,Track Coasting,N/A,Expert Male,N/A,DQ,DQ
229,Ryan Olfers,Slow Backward,N/A,Male 16-29,N/A,DQ,DQ
229,Ryan Olfers,X-Style Male 15+,N/A,N/A,4.0 pts,4,N/A
230,Aoi Uchida,4x100 Relay,230_856_857_885,15+,00:56.490,5,N/A
230,Aoi Uchida,Slopestyle Street,N/A,Expert Female,N/A,DQ,DQ
230,Aoi Uchida,Slow Forward,N/A,Female 13-15,N/A,DQ,DQ
230,Aoi Uchida & Anzu Hashimoto,Pairs Freestyle,N/A,17,N/A,3,N/A
230,Aoi Uchida,Individual Freestyle,N/A,15 Female,N/A,4,N/A
230,Aoi Uchida,100m,N/A,Female 15-18,00:14.777,6,N/A
230,Aoi Uchida,400m,N/A,Female 15-18,01:07.277,10,N/A
230,Aoi Uchida,50m One-Foot,N/A,Female 15-18,00:08.395,3,N/A
230,Aoi Uchida,800m,N/A,Female 15-18,02:25.012,10,N/A
230,Aoi Uchida,Downhill Gliding,N/A,Female 15-18,00:17.78,1,N/A
230,Aoi Uchida,Downhill Gliding,N/A,Expert Female,00:17.78,3,N/A
230,Aoi Uchida,IUF Slalom,N/A,Female 15-18,00:19.91,1,N/A
230,Aoi Uchida,Stillstand,N/A,Female 15+,N/A,DQ,DQ
230,Aoi Uchida,Stillstand,N/A,Expert Female,N/A,DQ,DQ
230,Aoi Uchida,Track Coasting,N/A,Female 15-18,78.8m,5,N/A
230,Aoi Uchida,Track Coasting,N/A,Expert Female,78.8m,13,N/A
230,Aoi Uchida,30m Wheel Walk,N/A,Female 15-18,N/A,DQ,DQ
230,Aoi Uchida,X-Style Female 15+ Prelim 2,N/A,N/A,2.0 pts,2,N/A
230,Aoi Uchida,10k Standard,N/A,Female 15-18,N/A,DQ,DQ
230,Aoi Uchida,10k Standard,N/A,Expert Female,N/A,DQ,DQ
230,Aoi Uchida,Long Jump,N/A,Female 15-18,N/A,DQ,DQ
230,Aoi Uchida,High Jump,N/A,Female 15-18,N/A,DQ,DQ
230,Aoi Uchida,Platform Long Jump,N/A,Female 0-18,N/A,DQ,DQ
230,Aoi Uchida,Slow Backward,N/A,Female 13-15,N/A,DQ,DQ
230,Aoi Uchida,Trials,N/A,Female 0-17,N/A,DQ,DQ
230,Aoi Uchida,Rail Race,N/A,Female 14-15,6.1m,3,N/A
230,Aoi Uchida,Rail Race,N/A,Expert Female,6.1m,8,N/A
230,Aoi Uchida,Street,N/A,Expert Female,N/A,DQ,DQ
230,Aoi Uchida,Platform High Jump,N/A,Female 0-18,N/A,DQ,DQ
230,Aoi Uchida,X-Style Female 15+,N/A,N/A,10.0 pts,10,N/A
230,Aoi Uchida,50m One-Foot Expert,N/A,Female,00:08.431,7,N/A
230,Aoi Uchida,IUF Slalom Expert,N/A,Female,00:18.82,1,N/A
230,Aoi Uchida,4x100 Relay Expert,Kamakura,All,00:56.722,4,N/A
231,Misaki Uchida,Slow Backward,N/A,Male 11-12,N/A,DQ,DQ
231,Misaki Uchida,Individual Freestyle,N/A,12-14 Male,N/A,2,N/A
231,Misaki Uchida,Slow Forward,N/A,Male 11-12,N/A,DQ,DQ
231,Misaki Uchida,X-Style Jr. Male,N/A,N/A,1.0 pts,1,N/A
231,Misaki Uchida,100m,N/A,"Male 0-12 (24""), 24"" Wheel",00:15.654,3,N/A
231,Misaki Uchida,50m One-Foot,N/A,"Male 0-12 (24""), 24"" Wheel",00:09.116,4,N/A
231,Misaki Uchida,800m,N/A,"Male 0-12 (24""), 24"" Wheel",02:27.312,3,N/A
231,Misaki Uchida,Downhill Gliding,N/A,Male 0-12,N/A,DQ,DQ
231,Misaki Uchida,Downhill Gliding,N/A,Expert Male,N/A,DQ,DQ
231,Misaki Uchida,IUF Slalom,N/A,"Male 0-12 (24""), 24"" Wheel",00:20.07,1,N/A
231,Misaki Uchida,Stillstand,N/A,Male 12-18,N/A,DQ,DQ
231,Misaki Uchida,Stillstand,N/A,Expert Male,N/A,DQ,DQ
231,Misaki Uchida,Track Coasting,N/A,Male 0-12,6.8m,4,N/A
231,Misaki Uchida,Track Coasting,N/A,Expert Male,6.8m,23,N/A
231,Misaki Uchida,30m Wheel Walk,N/A,"Male 0-12 (24""), 24"" Wheel",N/A,DQ,DQ
231,Misaki Uchida,4x100 Relay,231_237_253_403,15+,01:04.683,10,N/A
231,Misaki Uchida,400m,N/A,"Male 0-12 (24""), 24"" Wheel",01:08.035,3,N/A
231,Misaki Uchida,10k Unlimited,N/A,Male 0-12,N/A,DQ,DQ
231,Misaki Uchida,10k Unlimited,N/A,Expert Male,N/A,DQ,DQ
231,Misaki Uchida,Marathon Unlimited,N/A,Male 0-12,N/A,DQ,DQ
231,Misaki Uchida,Marathon Unlimited,N/A,Expert Male,N/A,DQ,DQ
231,Misaki Uchida,High Jump,N/A,Male 0-14,N/A,DQ,DQ
231,Misaki Uchida,Platform Long Jump,N/A,Male 0-18,N/A,DQ,DQ
231,Misaki Uchida,Trials,N/A,Male 0-14,N/A,DQ,DQ
231,Misaki Uchida,Rail Race,N/A,Male 11-12,6.1m,1,N/A
231,Misaki Uchida,Rail Race,N/A,Expert Male,6.1m,26,N/A
231,Misaki Uchida,Long Jump,N/A,Male 0-14,N/A,DQ,DQ
231,Misaki Uchida,10k Standard,N/A,"Male 0-12, 24"" Wheel",40:45.267,6,N/A
231,Misaki Uchida,10k Standard,N/A,Expert Male,40:45.267,36,N/A
231,Misaki Uchida,Platform High Jump,N/A,Male 0-18,N/A,DQ,DQ
231,Misaki Uchida,Marathon Standard,N/A,Male 0-14,N/A,DQ,DQ
231,Misaki Uchida,Marathon Standard,N/A,Expert Male,N/A,DQ,DQ
234,Yuuki Uchida,Slow Forward,N/A,Male 0-10,N/A,DQ,DQ
234,Yuuki Uchida,Individual Freestyle,N/A,0-11 Male,N/A,3,N/A
234,Yuuki Uchida,X-Style Jr. Male,N/A,N/A,2.0 pts,2,N/A
234,Yuuki Uchida,400m,N/A,"Male 0-10 (20""), 20"" Wheel",01:12.430,1,N/A
234,Yuuki Uchida,50m One-Foot,N/A,"Male 0-10 (20""), 20"" Wheel",00:09.500,1,N/A
234,Yuuki Uchida,800m,N/A,"Male 0-10 (20""), 20"" Wheel",02:32.338,1,N/A
234,Yuuki Uchida,Downhill Gliding,N/A,Male 0-12,N/A,DQ,DQ
234,Yuuki Uchida,Downhill Gliding,N/A,Expert Male,N/A,DQ,DQ
234,Yuuki Uchida,IUF Slalom,N/A,"Male 0-10 (20""), 20"" Wheel",00:21.73,1,N/A
234,Yuuki Uchida,Stillstand,N/A,Male 0-11,N/A,DQ,DQ
234,Yuuki Uchida,Stillstand,N/A,Expert Male,N/A,DQ,DQ
234,Yuuki Uchida,Track Coasting,N/A,Male 0-12,N/A,DQ,DQ
234,Yuuki Uchida,Track Coasting,N/A,Expert Male,N/A,DQ,DQ
234,Yuuki Uchida,10k Unlimited,N/A,Male 0-12,N/A,DQ,DQ
234,Yuuki Uchida,10k Unlimited,N/A,Expert Male,N/A,DQ,DQ
234,Yuuki Uchida,Marathon Unlimited,N/A,Male 0-12,N/A,DQ,DQ
234,Yuuki Uchida,Marathon Unlimited,N/A,Expert Male,N/A,DQ,DQ
234,Yuuki Uchida,Long Jump,N/A,Male 0-14,N/A,DQ,DQ
234,Yuuki Uchida,Platform Long Jump,N/A,Male 0-18,N/A,DQ,DQ
234,Yuuki Uchida,100m,N/A,"Male 0-10 (20""), 20"" Wheel",00:17.154,1,N/A
234,Yuuki Uchida,Slow Backward,N/A,Male 0-10,N/A,DQ,DQ
234,Yuuki Uchida,Rail Race,N/A,Male 0-10,5m,1,N/A
234,Yuuki Uchida,Rail Race,N/A,Expert Male,5m,28,N/A
234,Yuuki Uchida,10m Wheel Walk,N/A,"Male 0-10 (20""), 20"" Wheel",00:03.063,1,N/A
234,Yuuki Uchida,High Jump,N/A,Male 0-14,N/A,DQ,DQ
234,Yuuki Uchida,10k Standard,N/A,"Male 9-10, 20"" Wheel",41:34.995,1,N/A
234,Yuuki Uchida,10k Standard,N/A,Expert Male,41:34.995,46,N/A
234,Yuuki Uchida,Platform High Jump,N/A,Male 0-18,N/A,DQ,DQ
234,Yuuki Uchida,Marathon Standard,N/A,Male 0-14,N/A,DQ,DQ
234,Yuuki Uchida,Marathon Standard,N/A,Expert Male,N/A,DQ,DQ
236,Masami Tsuji,100m,N/A,Female 30-39,00:17.420,2,N/A
236,Masami Tsuji,400m,N/A,Female 30-39,01:16.485,2,N/A
236,Masami Tsuji,50m One-Foot,N/A,Female 30+,00:11.282,2,N/A
236,Masami Tsuji,800m,N/A,Female 30-39,02:46.961,2,N/A
236,Masami Tsuji,IUF Slalom,N/A,Female 30+,00:30.50,7,N/A
236,Masami Tsuji,30m Wheel Walk,N/A,Female 30+,00:12.979,1,N/A
236,Masami Tsuji,10k Standard,N/A,Female 30+,43:39.731,5,N/A
236,Masami Tsuji,10k Standard,N/A,Expert Female,43:39.731,53,N/A
237,Chika Kaneda,Slow Forward,N/A,Female 13-15,N/A,DQ,DQ
237,Chika Kaneda,100m,N/A,Female 13-14,00:16.130,12,N/A
237,Chika Kaneda,400m,N/A,Female 13-14,01:10.540,15,N/A
237,Chika Kaneda,50m One-Foot,N/A,Female 13-14,00:09.888,14,N/A
237,Chika Kaneda,Downhill Gliding,N/A,Female 13-14,00:27.84,10,N/A
237,Chika Kaneda,Downhill Gliding,N/A,Expert Female,00:27.84,35,N/A
237,Chika Kaneda,Stillstand,N/A,Female 12-14,00:02.83,17,N/A
237,Chika Kaneda,Stillstand,N/A,Expert Female,00:02.83,50,N/A
237,Chika Kaneda,Track Coasting,N/A,Female 13-14,8.1m,6,N/A
237,Chika Kaneda,Track Coasting,N/A,Expert Female,8.1m,42,N/A
237,Chika Kaneda,30m Wheel Walk,N/A,Female 13-14,00:10.727,11,N/A
237,Chika Kaneda,4x100 Relay,231_237_253_403,15+,01:04.683,10,N/A
237,Chika Kaneda,800m,N/A,Female 13-14,02:33.818,12,N/A
237,Chika Kaneda,IUF Slalom,N/A,Female 13-14,00:23.27,13,N/A
237,Chika Kaneda,Slow Backward,N/A,Female 13-15,00:16.36,3,N/A
238,Greta Koehler,X-Style Female 15+ Prelim 3,N/A,N/A,4.0 pts,4,N/A
238,Greta Koehler,Individual Freestyle,N/A,17 Female,N/A,11,N/A
238,Greta Koehler,Downhill Gliding,N/A,Female 15-18,N/A,DQ,DQ
238,Greta Koehler,Downhill Gliding,N/A,Expert Female,N/A,DQ,DQ
238,Greta Koehler,Cyclocross Unlimited,N/A,Female 17+,44:02.000 (5 laps),3,N/A
238,Greta Koehler,Cyclocross Unlimited,N/A,Expert Female,44:02.000 (5 laps),3,N/A
238,Greta Koehler,10k Unlimited,N/A,Female 15-18,32:04.013,4,N/A
238,Greta Koehler,10k Unlimited,N/A,Expert Female,32:04.013,8,N/A
238,Greta Koehler & Rachel Sindelar,Pairs Freestyle,N/A,Expert,N/A,11,N/A
239,Jaebum Kim,100m,N/A,Male 40-49,00:23.213,5,N/A
239,Jaebum Kim,400m,N/A,Male 40-49,01:32.427,7,N/A
239,Jaebum Kim,50m One-Foot,N/A,Male 30-49,N/A,DQ,DQ
239,Jaebum Kim,800m,N/A,Male 40-49,02:52.308,7,N/A
239,Jaebum Kim,IUF Slalom,N/A,Male 30-49,N/A,DQ,DQ
239,Jaebum Kim,4x100 Relay,239_434_891_997,15+,01:43.741,24,N/A
239,Jaebum Kim,Muni Cross Country Beginner,N/A,Male 30-49,N/A,DQ,DQ
239,Jaebum Kim,10k Unlimited,N/A,Male 40-49,32:40.503,4,N/A
239,Jaebum Kim,10k Unlimited,N/A,Expert Male,32:40.503,38,N/A
239,Jaebum Kim,Marathon Unlimited,N/A,Male 40-49,2:20:40,8,N/A
239,Jaebum Kim,Marathon Unlimited,N/A,Expert Male,2:20:40,37,N/A
239,Jaebum Kim,100k Unlimited Solo,N/A,Male 40-49,5:42:39 (4 laps),4,N/A
239,Jaebum Kim,100k Unlimited Solo,N/A,Expert Male,5:42:39 (4 laps),19,N/A
240,Jonathan Kim,Slow Forward,N/A,Male 30+,N/A,DQ,DQ
240,Jonathan Kim,100m,N/A,Male 50+,00:18.510,5,N/A
240,Jonathan Kim,400m,N/A,Male 50+,N/A,DQ,DQ
240,Jonathan Kim,50m One-Foot,N/A,Male 50+,N/A,DQ,DQ
240,Jonathan Kim,800m,N/A,Male 50+,02:37.692,6,N/A
240,Jonathan Kim,Downhill Gliding,N/A,Male 30+,00:24.12,1,N/A
240,Jonathan Kim,Downhill Gliding,N/A,Expert Male,00:24.12,23,N/A
240,Jonathan Kim,IUF Slalom,N/A,Male 50+,00:34.16,10,N/A
240,Jonathan Kim,Muni Uphill,N/A,Male 50+,29:27.20,3,N/A
240,Jonathan Kim,Muni Uphill,N/A,Expert Male,29:27.20,47,N/A
240,Jonathan Kim,30m Wheel Walk,N/A,Male 50+,00:22.071,1,N/A
240,Jonathan Kim,Muni Downhill Advanced,N/A,Male 50+,02:47.00,2,N/A
240,Jonathan Kim,Muni Cross Country Beginner,N/A,Male 50+,0:32:46,1,N/A
240,Jonathan Kim,Cyclocross Unlimited,N/A,Male 30+,48:24.000 (5 laps),6,N/A
240,Jonathan Kim,Cyclocross Unlimited,N/A,Expert Male,48:24.000 (5 laps),14,N/A
240,Jonathan Kim,10k Standard,N/A,Male 50+,41:21.679,2,N/A
240,Jonathan Kim,10k Standard,N/A,Expert Male,41:21.679,41,N/A
240,Jonathan Kim,Marathon Standard,N/A,Male 30+,N/A,DQ,DQ
240,Jonathan Kim,Marathon Standard,N/A,Expert Male,N/A,DQ,DQ
240,Jonathan Kim,Slow Backward,N/A,Male 30+,N/A,DQ,DQ
240,Jonathan Kim,Rail Race,N/A,Male 30+,N/A,DQ,DQ
240,Jonathan Kim,Rail Race,N/A,Expert Male,N/A,DQ,DQ
241,Erik Winterfeldt,High Jump,N/A,Male 19-29,100 cm,17,N/A
241,Erik Winterfeldt,Platform Long Jump,N/A,Male 19+,260 cm,3,N/A
241,Erik Winterfeldt,Trials,N/A,Male 21-23,147.0 pts,2,N/A
241,Erik Winterfeldt,Rail Race,N/A,Male 19-21,48.56s,2,N/A
241,Erik Winterfeldt,Rail Race,N/A,Expert Male,48.56s,8,N/A
241,Erik Winterfeldt,Long Jump,N/A,Male 19-29,N/A,DQ,DQ
241,Erik Winterfeldt,Speed Trials Beginner,N/A,Male 19-21,N/A,DQ,DQ
241,Erik Winterfeldt,Speed Trials Expert,N/A,Male,N/A,7,N/A
241,Erik Winterfeldt,Platform High Jump,N/A,Male 19-29,117 cm,6,N/A
241,Erik Winterfeldt,Platform High Jump Expert,N/A,Male,N/A,DQ,DQ
241,Erik Winterfeldt,Long Jump on Platform Expert,N/A,Male,265 cm,5,N/A
241,Erik Winterfeldt,Trials Expert,N/A,Male,10 pts,2,N/A
241,Erik Winterfeldt,Street,N/A,Advanced Male,20.0 pts,2,N/A
242,Thomas Bruneau,Long Jump,N/A,Male 15-18,N/A,DQ,DQ
242,Thomas Bruneau,High Jump,N/A,Male 15-18,118 cm,1,N/A
242,Thomas Bruneau,Platform Long Jump,N/A,Male 0-18,200 cm,3,N/A
242,Thomas Bruneau,Trials,N/A,Male 15-17,61.0 pts,1,N/A
242,Thomas Bruneau,Rail Race,N/A,Male 15-16,35.1m,1,N/A
242,Thomas Bruneau,Rail Race,N/A,Expert Male,35.1m,13,N/A
242,Thomas Bruneau,Speed Trials Beginner,N/A,Male 0-18,N/A,DQ,DQ
242,Thomas Bruneau,Speed Trials Expert,N/A,Male,N/A,DQ,DQ
242,Thomas Bruneau,High Jump Expert,N/A,Male,110 cm,5,N/A
242,Thomas Bruneau,Platform High Jump,N/A,Male 0-18,124 cm,1,N/A
242,Thomas Bruneau,Platform High Jump Expert,N/A,Male,116 cm,6,N/A
